outer_fold,pm,target_id,task,condition,lag_seconds,model,seed,q_low,q_high,threshold_hash,n_train,n_test,n_test_participants,train_sample_hash,test_sample_hash,matched_target_sample_hash,specification_hash,run_id
3,attention,target_attention,binary_classification,lag_minus_10s,-10,xgboost,42,0.407012,0.50364,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,15726,4019,11,a5cebc76705dfe78d9069309261992d18aaefba45bd8350cd77267952e5e1ff9,40cf63640cc4471b14135e4d4948dcd6afd8344147ad160cfdf1b396c73dc02c,8f0effbe6e21bb783e8a2a320305bd69e1f60a57d53cb1abbdc12f306a852be6,be7ca99410618a95e78fa7b16cb1144899b834e4d532c6aa84d95de414544727,fold_03__attention__low_high__be7ca9941061
3,engagement,target_engagement,binary_classification,lag_minus_10s,-10,xgboost,42,0.5875743333333333,0.689116,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,16515,4210,11,61e4715e3fdbf84e55771724176e8af24b1d35914579776aac4f4fb3de4dcd0f,1132952bd73558ad4a208e5074be0094a6e8fdfeb9a83f0cb4881bb6a88e23f3,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,b1e21aa6e0ccc6542b6b9f9eda92aa81516df2f78357eb56303cc252d9ea7eff,fold_03__engagement__low_high__b1e21aa6e0cc
3,excitement,target_excitement,binary_classification,lag_minus_10s,-10,xgboost,42,0.19379133333333332,0.35695933333333324,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,16517,3925,11,7a976bb97d5068a96b057954d13a2c8d561b0ceb98cd9b0d027321d726e1be60,35437ba297216ad50d48f232dbe39e93a7a2e890daab7e3ba60b008d80e798e5,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,5f83f5edccbb42bb85daaab493d18f9c5963f3cd2445629710f9a95262bed6d2,fold_03__excitement__low_high__5f83f5edccbb
3,stress,target_stress,binary_classification,lag_minus_10s,-10,xgboost,42,0.405259,0.460463,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,16507,4794,11,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,117ac3c7da30e7d6696aee199abd4fe61bc9164e1af2b93fdb28cdba9af45ee3,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,dd0a17f37022d3ef3921fb955a4721de4dc8843048074f1f44f0a94b8086b57f,fold_03__stress__low_high__dd0a17f37022
3,relaxation,target_relaxation,binary_classification,lag_minus_10s,-10,xgboost,42,0.25428966666666664,0.395869,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,16534,3918,11,859ef1bfd9ab662090b6e308b6572b188a70e20137a1c047b9d4e06fff054f2d,6021090d035e707f148926abaf58a6f571b7a2b2c75184a6ce6959b466ce42b1,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,c323ce186523ef709442aa79df3c9bfa81b628f290c85625113c580c6c114610,fold_03__relaxation__low_high__c323ce186523
3,interest,target_interest,binary_classification,lag_minus_10s,-10,xgboost,42,0.480798,0.5285816666666666,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,16506,4428,11,98d0d02732f3c0569a53ab5fee22fc2175491585aacdc45f62af16b2ac720089,2a57fa92941dfa3dfbc564811bf6224acd9d32b931fc61e33ac929b125d31818,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,ac54d051ee319b9b4f863e9ae1086fef7678b21088ccab2b23519665c6ef99a9,fold_03__interest__low_high__ac54d051ee31
3,focus,target_focus,binary_classification,lag_minus_10s,-10,xgboost,42,0.3654773333333333,0.46152833333333326,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,16512,4090,11,3c290bf4d79fcee4f6815537dfbbbba754381ef0f03daff8de7166884d8b7e4e,c2425c06dedb4ddf01098ed8514112e0b61a3a21f480fd280518566a87265ae1,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,d1315fa195d271aff609ea0514b9bdb3654ff029e19295c500561a2b7bbc2628,fold_03__focus__low_high__d1315fa195d2
4,attention,target_attention,binary_classification,lag_minus_10s,-10,xgboost,42,0.410495,0.5079906666666667,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,15937,3789,10,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,5ed80d114ce64d14399bb12a61f0b309514a69dd18876b7e42e5b18f2e03c958,8f0effbe6e21bb783e8a2a320305bd69e1f60a57d53cb1abbdc12f306a852be6,58ce4e993fc6ecbbbdbf265bd8eeeb0ca6fc5eeaa78ec6a698e5d24c65eab360,fold_04__attention__low_high__58ce4e993fc6
4,engagement,target_engagement,binary_classification,lag_minus_10s,-10,xgboost,42,0.5819393333333334,0.6880023333333333,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,16687,3677,10,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,2113ccdf90100c1d206c6885db866dfe79f738f7b4252d399a7e2666fd34e2d7,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,03e3ab8cf11da9832d523c7954962d5619af94c63fd42b5fde4c6120cbc8a67d,fold_04__engagement__low_high__03e3ab8cf11d
4,excitement,target_excitement,binary_classification,lag_minus_10s,-10,xgboost,42,0.198937,0.36487366666666665,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,16689,3904,10,2bf159cea185c08806e5852a0521171522678bfd8d04d9dfff4d87344dd97627,5c7266b2d141299fed527809be439b1cde70b5a5b0eeac7a636706af194da1f6,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,be7db9d4639d5711f62898e67ed8ae9de87a33cad6d5633f56165e1e0c944b9d,fold_04__excitement__low_high__be7db9d4639d
4,stress,target_stress,binary_classification,lag_minus_10s,-10,xgboost,42,0.39695366666666665,0.46365033333333333,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,16679,2955,10,8626c877b29078ccbf8827b46494b91b7bfcea537af78dcbb845acad5ad28c42,ac84b2405b30aa4b5c2f5cbc3a86954f2bcecbcdcd42d348b17baef04c9bc463,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,45623d5445e09312889f98c0aaea3547098879ccdfc0959d7b213c4b079a4189,fold_04__stress__low_high__45623d5445e0
4,relaxation,target_relaxation,binary_classification,lag_minus_10s,-10,xgboost,42,0.259306,0.403906,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,16707,3771,10,8b1921d4d5c07dab4a8de8755eec16059309a05437e5489c47467415666005fb,7b62a8eca8adcf8f868002f7b50d4ef7ce598bf87d1cd10acaa55da2cd3bad38,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,ca6e86af0721d611407e16adc56623e01dc90c227c74081f48f198a4cd383835,fold_04__relaxation__low_high__ca6e86af0721
4,interest,target_interest,binary_classification,lag_minus_10s,-10,xgboost,42,0.4793536666666667,0.5286693333333333,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,16683,3971,10,dc15a575b4e8dd1791706916a39e0b9e65dc5b69242cd007fc815a7885d98e3e,e5948de105951744ccb12ab3681960ac9b6deeb89842eaba2caf66ba86dc9ad3,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,661c20e0b8650ad28a2adfd91d8ad8eb9ae9e0b7857f485a7fbe1c9d8fde0d5a,fold_04__interest__low_high__661c20e0b865
4,focus,target_focus,binary_classification,lag_minus_10s,-10,xgboost,42,0.365106,0.46338333333333337,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,16688,3731,10,433fdfdab7418b3ac1b1eba53628b0a707ee15dfd4099c8f04fe8c7220275e8e,7f4092854d93aed8b2ef29ce3554104a18a1509d66238a9a4e1307ac929e958c,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,3d8d3010f9bf50db2978f7244f2f4b40ed6a7948340f84d75c428a55a22abbcc,fold_04__focus__low_high__3d8d3010f9bf
5,attention,target_attention,binary_classification,lag_minus_10s,-10,xgboost,42,0.408289,0.5064886666666667,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,15812,3818,11,047be59ccbfa5b7c40042855c6bec8ef2a849ce95090b47c1e15252441077662,c0467e0af845f50ad453d29a98a73b3965bd0ee2ca9722863c091dec42b7dc3b,8f0effbe6e21bb783e8a2a320305bd69e1f60a57d53cb1abbdc12f306a852be6,84b4aec3b96a87fdc7e15e44576cf8e1c913b72de3aa43b1132e10691b45f277,fold_05__attention__low_high__84b4aec3b96a
5,engagement,target_engagement,binary_classification,lag_minus_10s,-10,xgboost,42,0.5812246666666667,0.6832976666666667,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,16528,4267,11,346f7b7e7729a5185038ff24672d882799d06a3b9532a846a0a88d310ca16a04,cb815790ac4c4bd8150c380a03aeaef980a5797fbf2bd2e744af9d810c2f3cb2,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,b8ce4e308625a55ac193734c694f4cf029c63086453a3888a5114c001eb028df,fold_05__engagement__low_high__b8ce4e308625
5,excitement,target_excitement,binary_classification,lag_minus_10s,-10,xgboost,42,0.196205,0.361125,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,16537,3930,11,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,69d92ca21bd937ed6ba37853b32a439042e91ec546bb2a5791a8e782bbbbc0f9,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,46fddcfc7f472c5b6d98a4a9e32e8104d6fff32a26a451eac4c5bbdfcfe93c9d,fold_05__excitement__low_high__46fddcfc7f47
5,stress,target_stress,binary_classification,lag_minus_10s,-10,xgboost,42,0.4021516666666667,0.4598493333333333,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,16523,4380,11,5598d9b428cc8d2daffd3a09ae72357ec7e9584093626d817f11e57cc0f076c5,cb9d0fe9ef57ea39ce83a06723d74348653b23eb9438bcd33eca7ea7744131b8,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,51933d713d98fcac3efc940cf92466216cc50e3eed2cb50e97325948ac91c609,fold_05__stress__low_high__51933d713d98
5,relaxation,target_relaxation,binary_classification,lag_minus_10s,-10,xgboost,42,0.256914,0.3938446666666667,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,16548,4217,11,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a2925eb2e32be7b101f7abaa4b3b3d73238ade4c6c7d544c0127dd248f3d08a9,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,7679f10142da1d95ca8cfe5876296724308395fabcff863ef3a2e694b69aeb85,fold_05__relaxation__low_high__7679f10142da
5,interest,target_interest,binary_classification,lag_minus_10s,-10,xgboost,42,0.47852433333333333,0.529754,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,16528,3791,11,6e396b2c20ae510b314530d23b3dd9ef1d7496266d7214d984cdf177230647e0,b215e6b9642fcea91fe3a87dcc096a2c6fdafffd487427082921833a6496e00d,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,87bf91e2b80cc2daa5026c24eddfc72ae399d1e2ddb66426986745db25e15026,fold_05__interest__low_high__87bf91e2b80c
5,focus,target_focus,binary_classification,lag_minus_10s,-10,xgboost,42,0.367191,0.4675926666666666,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,16541,3778,11,a5d17c5668a7a564616395987307aaf225e9945fa5e651416dfd56d7d9442b6a,baa1f83c8a2e128d0706395b1ff03bc408a7e2ba785a6fbed69ad6cef1e366f6,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,4ea6190f2fb11beea58ef3a92decf60edd9f5d48c9598628255689c04aef1432,fold_05__focus__low_high__4ea6190f2fb1
