status,result_status,protocol_hash,specification_hash,threshold_hash,run_id,outer_fold,pm,target_id,condition,lag_seconds,q_low,q_high,n_train,n_test,n_test_participants,training_time_seconds,participant_macro_balanced_accuracy,participant_valid_balanced_accuracy,participant_macro_f1,participant_valid_f1,participant_macro_roc_auc,participant_valid_roc_auc,participant_macro_pr_auc,participant_valid_pr_auc,participant_macro_low_recall,participant_valid_low_recall,participant_macro_high_recall,participant_valid_high_recall,participant_macro_precision,participant_valid_precision,participant_macro_accuracy,participant_valid_accuracy,model,estimator,model_params_hash
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,7ff92501bf9c14edec2a3ceb130cde40231787e35058fe1bf2966a212932c14f,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,fold_02__focus__low_high__7ff92501bf9c,2,focus,target_focus,lag_minus_10s,-10,0.364693,0.460551,16408,4177,11,5.391281699994579,0.7243966896300754,11,0.6811878337788229,11,0.8343981167564329,10,0.7686632874263493,10,0.7205853466412312,11,0.7510288358808117,10,0.703867579888588,11,0.7641757948810038,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,5b27fb2025dac3b5b940300317d5d00ea2f18aa7dc136397d2121651d47bf077,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,fold_02__interest__low_high__5b27fb2025da,2,interest,target_interest,lag_minus_10s,-10,0.47714,0.52968,16405,3629,11,5.5073301999946125,0.8007086200716621,11,0.7326379129110069,11,0.8900249860743259,10,0.9080619966643566,10,0.7715065712361799,11,0.8129017357978585,10,0.7642989309532573,11,0.7874803077366828,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,8bbc62e51c4dc757c3bd700f8f8404e35bcde4ef30e917c28d94723e5eb73096,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,fold_02__relaxation__low_high__8bbc62e51c4d,2,relaxation,target_relaxation,lag_minus_10s,-10,0.256714,0.404291,16429,3787,11,5.137996999983443,0.8536589474230104,11,0.7921285189217577,11,0.9409170598447154,10,0.9249750726496612,10,0.8631514838310506,11,0.8285830521164673,10,0.807313614073826,11,0.8464516695363679,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,447d7b3e9774b22172ef1373f1b8fd2960d631b7f0ee4e9bb47375e8a827da3e,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,fold_02__stress__low_high__447d7b3e9774,2,stress,target_stress,lag_minus_10s,-10,0.396448,0.461981,16401,3382,11,3.9465441000065766,0.7558764283360957,11,0.707206615370653,11,0.89200377577599,10,0.9258924385918996,10,0.7281520868114957,11,0.811960846846765,10,0.7609826916432805,11,0.7475470941708854,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,be7ca99410618a95e78fa7b16cb1144899b834e4d532c6aa84d95de414544727,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,fold_03__attention__low_high__be7ca9941061,3,attention,target_attention,lag_minus_10s,-10,0.407012,0.50364,15726,4019,11,4.697574799996801,0.7109075250704614,11,0.6835147192744784,11,0.854769650249196,11,0.8708338019937323,11,0.6795177808262568,11,0.7422972693146659,11,0.7595758865426263,11,0.7240265571767508,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,b1e21aa6e0ccc6542b6b9f9eda92aa81516df2f78357eb56303cc252d9ea7eff,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,fold_03__engagement__low_high__b1e21aa6e0cc,3,engagement,target_engagement,lag_minus_10s,-10,0.5875743333333333,0.689116,16515,4210,11,5.565002499992261,0.7414453846670548,11,0.7320994237655968,11,0.8584403701728184,11,0.7969119384858441,11,0.6908710855410232,11,0.7920196837930866,11,0.7852557870189693,11,0.7731475466888754,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,5f83f5edccbb42bb85daaab493d18f9c5963f3cd2445629710f9a95262bed6d2,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,fold_03__excitement__low_high__5f83f5edccbb,3,excitement,target_excitement,lag_minus_10s,-10,0.1937913333333333,0.3569593333333332,16517,3925,11,4.627385500003584,0.8046671611985162,11,0.7870610955039048,11,0.9205321885353078,11,0.9350021726482542,11,0.8651662467087532,11,0.7441680756882796,11,0.8282781990427062,11,0.8039658728784544,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,d1315fa195d271aff609ea0514b9bdb3654ff029e19295c500561a2b7bbc2628,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,fold_03__focus__low_high__d1315fa195d2,3,focus,target_focus,lag_minus_10s,-10,0.3654773333333333,0.4615283333333332,16512,4090,11,5.259204300004058,0.6962724232823496,11,0.674381379961687,11,0.824507161479793,11,0.8222803394852332,11,0.7057863012858067,11,0.6867585452788924,11,0.7411741147795969,11,0.7416168939701214,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,ac54d051ee319b9b4f863e9ae1086fef7678b21088ccab2b23519665c6ef99a9,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,fold_03__interest__low_high__ac54d051ee31,3,interest,target_interest,lag_minus_10s,-10,0.480798,0.5285816666666666,16506,4428,11,5.0912536999967415,0.7373398562464419,11,0.7014447799553367,11,0.8561512174705748,11,0.8474217307307383,11,0.7352123830470965,11,0.7394673294457874,11,0.7531212940370247,11,0.7329474043469489,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,c323ce186523ef709442aa79df3c9bfa81b628f290c85625113c580c6c114610,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,fold_03__relaxation__low_high__c323ce186523,3,relaxation,target_relaxation,lag_minus_10s,-10,0.2542896666666666,0.395869,16534,3918,11,5.124100799992448,0.7856883092942369,11,0.7652780043234366,11,0.9273029718315132,11,0.9367951412569326,11,0.822956427726567,11,0.748420190861907,11,0.8247538105699139,11,0.7945489436804152,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,dd0a17f37022d3ef3921fb955a4721de4dc8843048074f1f44f0a94b8086b57f,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,fold_03__stress__low_high__dd0a17f37022,3,stress,target_stress,lag_minus_10s,-10,0.405259,0.460463,16507,4794,11,5.180708200001391,0.7457941489198094,11,0.6907810010546747,11,0.8643445948113027,11,0.8299564877478393,11,0.7933462420104135,11,0.6982420558292053,11,0.7401505569336998,11,0.7115065967750899,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,58ce4e993fc6ecbbbdbf265bd8eeeb0ca6fc5eeaa78ec6a698e5d24c65eab360,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,fold_04__attention__low_high__58ce4e993fc6,4,attention,target_attention,lag_minus_10s,-10,0.410495,0.5079906666666667,15937,3789,10,5.078482899989467,0.6763917447696047,10,0.6451371566706527,10,0.8529103156785828,10,0.8120320337210544,10,0.8686817671002117,10,0.4841017224389977,10,0.7410508394615851,10,0.6837971860880175,10,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,03e3ab8cf11da9832d523c7954962d5619af94c63fd42b5fde4c6120cbc8a67d,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,fold_04__engagement__low_high__03e3ab8cf11d,4,engagement,target_engagement,lag_minus_10s,-10,0.5819393333333334,0.6880023333333333,16687,3677,10,5.298669899988454,0.7146191027842146,10,0.6657503490724892,10,0.8679114380124366,10,0.8324112386483463,10,0.6254465628797001,10,0.8037916426887289,10,0.7426770931644449,10,0.7241534853348939,10,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,be7db9d4639d5711f62898e67ed8ae9de87a33cad6d5633f56165e1e0c944b9d,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,fold_04__excitement__low_high__be7db9d4639d,4,excitement,target_excitement,lag_minus_10s,-10,0.198937,0.3648736666666666,16689,3904,10,4.925403500004904,0.8425554308765818,10,0.8518193285658626,10,0.9388758737981744,10,0.9369298203656036,10,0.8657840006319175,10,0.8193268611212462,10,0.8801732369195658,10,0.8829821005889533,10,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,3d8d3010f9bf50db2978f7244f2f4b40ed6a7948340f84d75c428a55a22abbcc,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,fold_04__focus__low_high__3d8d3010f9bf,4,focus,target_focus,lag_minus_10s,-10,0.365106,0.4633833333333333,16688,3731,10,5.376298599992879,0.70041705193411,10,0.695929859862247,10,0.8065052323762678,10,0.7792839491129048,10,0.7393031014727093,10,0.6615310023955103,10,0.7132381057743546,10,0.7675635184671042,10,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,661c20e0b8650ad28a2adfd91d8ad8eb9ae9e0b7857f485a7fbe1c9d8fde0d5a,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,fold_04__interest__low_high__661c20e0b865,4,interest,target_interest,lag_minus_10s,-10,0.4793536666666667,0.5286693333333333,16683,3971,10,5.3140845999878366,0.7415369227857862,10,0.7097988182469153,10,0.8508661551596038,10,0.8545653564837403,10,0.7101597321644566,10,0.772914113407116,10,0.749366172730407,10,0.7424401347588494,10,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,ca6e86af0721d611407e16adc56623e01dc90c227c74081f48f198a4cd383835,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,fold_04__relaxation__low_high__ca6e86af0721,4,relaxation,target_relaxation,lag_minus_10s,-10,0.259306,0.403906,16707,3771,10,5.35633459998644,0.8250824085261433,10,0.8251316269133679,10,0.9375652044179872,10,0.9166520825708944,10,0.8864670204671119,10,0.7636977965851746,10,0.8570736223673887,10,0.8443361478921931,10,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,45623d5445e09312889f98c0aaea3547098879ccdfc0959d7b213c4b079a4189,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,fold_04__stress__low_high__45623d5445e0,4,stress,target_stress,lag_minus_10s,-10,0.3969536666666666,0.4636503333333333,16679,2955,10,5.111021199991228,0.769045964024785,10,0.7170284660056602,10,0.8858652570623775,10,0.9120286712854064,10,0.7320629488247804,10,0.8060289792247897,10,0.7482442399790525,10,0.7414921673021292,10,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,84b4aec3b96a87fdc7e15e44576cf8e1c913b72de3aa43b1132e10691b45f277,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,fold_05__attention__low_high__84b4aec3b96a,5,attention,target_attention,lag_minus_10s,-10,0.408289,0.5064886666666667,15812,3818,11,5.559970400005113,0.7734655107774508,11,0.7502436688828542,11,0.8757588663541139,11,0.8302854376799561,11,0.7404173372136398,11,0.8065136843412624,11,0.7674907005945218,11,0.7782873513810448,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,b8ce4e308625a55ac193734c694f4cf029c63086453a3888a5114c001eb028df,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,fold_05__engagement__low_high__b8ce4e308625,5,engagement,target_engagement,lag_minus_10s,-10,0.5812246666666667,0.6832976666666667,16528,4267,11,5.728412700002082,0.7095129876904299,11,0.6581903680895297,11,0.8330746665128804,11,0.7945055364681377,11,0.7570270695983823,11,0.6619989057824773,11,0.7373970897573106,11,0.690027095467995,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,46fddcfc7f472c5b6d98a4a9e32e8104d6fff32a26a451eac4c5bbdfcfe93c9d,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,fold_05__excitement__low_high__46fddcfc7f47,5,excitement,target_excitement,lag_minus_10s,-10,0.196205,0.361125,16537,3930,11,5.035265000013169,0.841909928693411,11,0.8309189431956917,11,0.9515974880531356,11,0.9518185281200516,11,0.8237306997178319,11,0.86008915766899,11,0.8573167929136606,11,0.8524726901308225,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,4ea6190f2fb11beea58ef3a92decf60edd9f5d48c9598628255689c04aef1432,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,fold_05__focus__low_high__4ea6190f2fb1,5,focus,target_focus,lag_minus_10s,-10,0.367191,0.4675926666666666,16541,3778,11,5.15785109999706,0.6832984571410754,11,0.6412987361958489,11,0.8092933135852985,11,0.7642311594085895,11,0.6256931003892846,11,0.7409038138928659,11,0.7083115524196437,11,0.6768777280151284,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,87bf91e2b80cc2daa5026c24eddfc72ae399d1e2ddb66426986745db25e15026,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,fold_05__interest__low_high__87bf91e2b80c,5,interest,target_interest,lag_minus_10s,-10,0.4785243333333333,0.529754,16528,3791,11,4.941177999979118,0.7228143984630179,11,0.6117887313936698,11,0.8544007162432397,11,0.8609391357541895,11,0.7633621767844406,11,0.6822666201415953,11,0.717656880946654,11,0.6450017905183703,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,7679f10142da1d95ca8cfe5876296724308395fabcff863ef3a2e694b69aeb85,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,fold_05__relaxation__low_high__7679f10142da,5,relaxation,target_relaxation,lag_minus_10s,-10,0.256914,0.3938446666666667,16548,4217,11,5.09271960001206,0.7542993481283585,11,0.7531608778202254,11,0.9198090386547144,11,0.9255234416691628,11,0.7243077076605806,11,0.7842909885961366,11,0.8487033108482355,11,0.8240217658003552,11,xgboost,,
complete,confirmatory,ac07a43b2554a2f178e9a63e28a1462cee253d613f122516e26ac0dcfe6c7431,51933d713d98fcac3efc940cf92466216cc50e3eed2cb50e97325948ac91c609,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,fold_05__stress__low_high__51933d713d98,5,stress,target_stress,lag_minus_10s,-10,0.4021516666666667,0.4598493333333333,16523,4380,11,5.240288100001635,0.7208367050177521,11,0.6800535215278116,11,0.853894036220236,11,0.8653407759640033,11,0.6120736684732477,11,0.8295997415622568,11,0.7747349903400761,11,0.750815160796702,11,xgboost,,
complete,confirmatory,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,65f655b9d2a47f57817f9ac40baa98385cf3096ccadc659197ce81368b1f0b86,40889ed77c7a49254028614aa69c424c2355cbd1baaed50dc47082b1864510f7,random_forest__fold_01__attention__low_high__65f655b9d2a4,1,attention,target_attention,lag_minus_10s,-10,0.40640833333333337,0.5057536666666667,15241,4275,11,2.6231797999935225,0.7100522184760464,11,0.6536568171635482,11,0.8329243072551263,11,0.8350753593028827,11,0.7914037933737568,11,0.6287006435783362,11,0.7475099219440658,11,0.6761201661314086,11,random_forest,RandomForestClassifier,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c
complete,confirmatory,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,00ba28c314d458397cc07aefdd89eb2739105e3cf0072ea71934bbc2e09c1634,7d374ea6928381e1ee56d96473fa6567757f8df43407f81bbd24c398d82e419e,random_forest__fold_01__engagement__low_high__00ba28c314d4,1,engagement,target_engagement,lag_minus_10s,-10,0.5800476666666666,0.6855443333333333,15934,4556,11,2.7333270000235643,0.7202373182810496,11,0.7190987079971577,11,0.8432459339312769,11,0.8369056806373041,11,0.6543032812927678,11,0.7861713552693314,11,0.7661575453163079,11,0.7608943645334197,11,random_forest,RandomForestClassifier,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c
complete,confirmatory,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,6b6a427f81c6708c264ad87e2982efa75a33f001ad5d5c0a0c1af85bb0871772,f13db677a8358b59d7e0528258ba7ff9bf95b5314741ce39a724cf74d183ddaa,random_forest__fold_01__excitement__low_high__6b6a427f81c6,1,excitement,target_excitement,lag_minus_10s,-10,0.198928,0.3627136666666666,15941,4710,11,3.0528999000089243,0.8305183324234581,11,0.7918833740608094,11,0.9549661005757945,11,0.9265352104071094,11,0.7505982139870659,11,0.9104384508598504,11,0.8183919662015033,11,0.8276027277128981,11,random_forest,RandomForestClassifier,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c
complete,confirmatory,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,a5e442d41dbeb5caa21be88ad785c6c25c04ad3abede8e0a9564668c0587fcb1,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,random_forest__fold_01__stress__low_high__a5e442d41dbe,1,stress,target_stress,lag_minus_10s,-10,0.4029856666666667,0.461275,15924,4905,11,2.783634399995208,0.711732930512823,11,0.6717680709256103,11,0.8578009836717396,11,0.8261864910928786,11,0.6722705663415968,11,0.7511952946840492,11,0.7529432151792563,11,0.7022413755158134,11,random_forest,RandomForestClassifier,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c
complete,confirmatory,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,ecfed2a6a6f476d78a8d540e8c0e5eafa5e6fa23d48826835f98e75ae3d29f03,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,random_forest__fold_01__relaxation__low_high__ecfed2a6a6f4,1,relaxation,target_relaxation,lag_minus_10s,-10,0.25662399999999996,0.39230799999999993,15947,4860,11,2.891083599999547,0.7293734897763655,11,0.7064206038760408,11,0.8949747564506225,11,0.8911862124976415,11,0.622784630094322,11,0.8359623494584089,11,0.8269410376977168,11,0.7725362457704308,11,random_forest,RandomForestClassifier,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c
complete,confirmatory,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,bb4a476f37723f9d857c715c79831aafb42c95edda53cddd18156caf649b85b0,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,random_forest__fold_01__interest__low_high__bb4a476f3772,1,interest,target_interest,lag_minus_10s,-10,0.480751,0.5305233333333333,15927,4692,11,2.76546719999169,0.7094902951034529,11,0.6605790042434592,11,0.8092452234644579,11,0.7821226529203322,11,0.6781475843796063,11,0.7408330058272997,11,0.7606309784239941,11,0.6836915916250246,11,random_forest,RandomForestClassifier,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c
complete,confirmatory,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,350d08c6221aa350aac9f192887c61cbfd00c2031aa04a2dc28fc72a592c0af8,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,random_forest__fold_01__focus__low_high__350d08c6221a,1,focus,target_focus,lag_minus_10s,-10,0.368801,0.4654386666666666,15934,4745,11,2.6825140999862924,0.7368202481120314,11,0.6583554733630037,11,0.8161343533624911,11,0.7089754319078453,11,0.6994246522156863,11,0.7742158440083763,11,0.6931898118745249,11,0.7191215702186462,11,random_forest,RandomForestClassifier,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c
